2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,cityName,cityName-en
3.0,4.0,7.0,7.0,10.0,14.0,19.0,25.0,28.0,35.0,40.0,44.0,47.0,52.0,57.0,57.0,65.0,71.0,78.0,84.0,87.0,90.0,91.0,91.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,南京,Nanjing
,,2.0,2.0,4.0,5.0,9.0,11.0,16.0,23.0,26.0,27.0,28.0,29.0,30.0,30.0,31.0,32.0,33.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,南充,Nanchong
,,1.0,5.0,5.0,7.0,15.0,16.0,16.0,16.0,22.0,27.0,28.0,30.0,31.0,31.0,32.0,35.0,37.0,41.0,44.0,44.0,47.0,49.0,50.0,51.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,南宁,Nanning
,,,1.0,2.0,3.0,3.0,3.0,8.0,8.0,11.0,11.0,12.0,12.0,12.0,12.0,14.0,16.0,18.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,南平,Nanping
2.0,3.0,4.0,8.0,17.0,25.0,46.0,67.0,83.0,89.0,103.0,121.0,134.0,149.0,162.0,162.0,168.0,179.0,189.0,195.0,204.0,210.0,217.0,222.0,227.0,228.0,229.0,230.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,南昌,Nanchang
1.0,1.0,2.0,4.0,6.0,6.0,9.0,10.0,12.0,17.0,19.0,22.0,1.0,27.0,29.0,29.0,31.0,32.0,33.0,35.0,37.0,38.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,南通,Nantong
,8.0,15.0,19.0,26.0,31.0,51.0,61.0,66.0,62.0,84.0,99.0,107.0,111.0,118.0,118.0,128.0,133.0,134.0,136.0,138.0,145.0,146.0,150.0,151.0,154.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,南阳,Nanyang
1.0,3.0,3.0,4.0,4.0,5.0,7.0,13.0,17.0,18.0,19.0,20.0,21.0,21.0,23.0,23.0,25.0,25.0,28.0,31.0,32.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,厦门,Xiamen
,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,12.0,16.0,20.0,36.0,36.0,36.0,38.0,38.0,38.0,39.0,39.0,48.0,48.0,49.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,双鸭山,Shuangyashan
4.0,20.0,21.0,22.0,22.0,40.0,64.0,81.0,95.0,100.0,109.0,115.0,122.0,124.0,129.0,129.0,133.0,138.0,141.0,143.0,143.0,144.0,144.0,145.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,台州,Taizhou
,,,,,,,,,,,,,,13.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,20.0,22.0,23.0,24.0,26.0,26.0,28.0,30.0,31.0,32.0,32.0,34.0,39.0,40.0,41.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,台湾,Taiwan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,45.0,45.0,45.0,45.0,47.0,48.0,49.0,49.0,53.0,53.0,67.0,77.0,100.0,108.0,135.0,153.0,169.0,195.0,216.0,235.0,252.0,267.0,283.0,298.0,台湾省,Taiwansheng
6.0,10.0,13.0,13.0,16.0,29.0,39.0,50.0,59.0,59.0,75.0,81.0,93.0,104.0,115.0,115.0,128.0,136.0,147.0,150.0,157.0,161.0,166.0,168.0,169.0,171.0,173.0,173.0,173.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,合肥,Hefei
1.0,1.0,2.0,3.0,3.0,4.0,5.0,8.0,11.0,12.0,13.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,19.0,21.0,20.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,吉安,Jian
1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,吉林,Jilin
,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,吐鲁番,Tulufan
,,,1.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,吕梁,Lvliang
,,,,2.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,10.0,13.0,15.0,19.0,22.0,25.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,吴忠,Wuzhong
1.0,4.0,5.0,11.0,15.0,19.0,25.0,36.0,38.0,40.0,47.0,52.0,56.0,59.0,60.0,60.0,62.0,62.0,65.0,65.0,66.0,68.0,69.0,70.0,71.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,周口,Zhoukou
1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,呼伦贝尔,Hulunbeier
,,,,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,呼和浩特,Huhehaote
,,43.0,64.0,91.0,112.0,130.0,166.0,206.0,246.0,296.0,348.0,384.0,399.0,443.0,443.0,476.0,493.0,507.0,515.0,525.0,534.0,732.0,840.0,852.0,861.0,868.0,832.0,766.0,834.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,咸宁,Xianning
1.0,,,4.0,4.0,5.0,5.0,6.0,8.0,9.0,9.0,11.0,15.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,咸阳,Xianyang
1.0,6.0,8.0,8.0,10.0,11.0,13.0,18.0,25.0,34.0,45.0,63.0,73.0,82.0,94.0,94.0,100.0,114.0,128.0,146.0,150.0,159.0,164.0,167.0,182.0,188.0,190.0,192.0,194.0,197.0,197.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,哈尔滨,Haerbin
,,,,1.0,3.0,3.0,7.0,8.0,11.0,11.0,11.0,12.0,17.0,19.0,19.0,23.0,27.0,28.0,31.0,33.0,35.0,43.0,46.0,51.0,51.0,51.0,55.0,56.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,唐山,Tangshan
,,,6.0,7.0,14.0,18.0,27.0,29.0,36.0,50.0,60.0,61.0,65.0,72.0,72.0,76.0,82.0,83.0,86.0,86.0,87.0,88.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,商丘,Shangqiu
,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,商洛,Shangluo
1.0,4.0,8.0,8.0,11.0,14.0,16.0,16.0,18.0,19.0,19.0,23.0,27.0,30.0,35.0,35.0,37.0,38.0,40.0,40.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,嘉兴,Jiaxing
,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,8.0,9.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,四平,Siping
,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,固原,Guyuan
,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,固始,Gushi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,28.0,29.0,33.0,33.0,34.0,12.666666666666666,12.666666666666666,12.666666666666666,14.333333333333334,14.666666666666666,11.25,8.166666666666666,8.166666666666666,7.285714285714286,6.555555555555555,8.5,7.538461538461538,8.384615384615385,8.642857142857142,8.3125,10.375,11.1875,12.3125,12.470588235294118,境外输入,Jingwaishuru
,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,大兴安岭,Daxinganling
,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,大同,Datong
1.0,1.0,3.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,15.0,18.0,19.0,19.0,20.0,20.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,大庆,Daqing
,,1.0,1.0,3.0,3.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,大理白族自治州,Dalibaizuzizhizhou
1.0,2.0,4.0,4.0,5.0,5.0,5.0,7.0,8.0,10.0,12.0,12.0,13.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,大连,Dalian
,,,,1.0,1.0,2.0,2.0,3.0,3.0,8.0,10.0,10.0,10.0,9.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,天水,Tianshui
5.0,8.0,10.0,14.0,23.0,24.0,27.0,31.0,32.0,41.0,48.0,60.0,67.0,69.0,79.0,81.0,88.0,91.0,95.0,106.0,112.0,119.0,120.0,122.0,124.0,125.0,128.0,130.0,131.0,133.0,135.0,135.0,135.0,135.0,135.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,137.0,137.0,137.0,137.0,141.0,145.0,147.0,152.0,156.0,163.0,166.0,天津,Tianjin
,3.0,5.0,13.0,23.0,34.0,44.0,67.0,82.0,99.0,115.0,117.0,128.0,138.0,163.0,163.0,179.0,197.0,217.0,261.0,293.0,362.0,416.0,422.0,447.0,485.0,500.0,486.0,473.0,492.0,493.0,494.0,494.0,495.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,天门,Tianmen
1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,9.0,9.0,11.0,11.0,12.0,15.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,太原,Taiyuan
2.0,3.0,4.0,7.0,10.0,11.0,14.0,19.0,24.0,24.0,25.0,25.0,27.0,28.0,30.0,31.0,33.0,34.0,35.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,威海,Weihai
3.0,5.0,5.0,7.0,9.0,13.0,16.0,20.0,26.0,29.0,35.0,40.0,45.0,51.0,53.0,53.0,59.0,64.0,66.0,69.0,69.0,72.0,73.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,娄底,Loudi
22.0,26.0,55.0,100.0,173.0,274.0,399.0,541.0,628.0,749.0,918.0,1120.0,1462.0,1886.0,2141.0,2141.0,2313.0,2436.0,2541.0,2642.0,2751.0,2874.0,3009.0,3114.0,3201.0,3279.0,3320.0,3344.0,3329.0,3427.0,3429.0,3443.0,3465.0,3482.0,3501.0,3516.0,3517.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,孝感,Xiaogan
,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,宁东,Ningdong
1.0,1.0,2.0,3.0,6.0,6.0,8.0,9.0,9.0,9.0,12.0,12.0,14.0,16.0,16.0,16.0,21.0,23.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,宁德,Ningde
5.0,6.0,13.0,13.0,17.0,20.0,41.0,46.0,55.0,66.0,75.0,102.0,120.0,126.0,136.0,136.0,141.0,146.0,149.0,151.0,153.0,153.0,153.0,154.0,155.0,156.0,156.0,156.0,156.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,宁波,Ningbo
1.0,4.0,5.0,8.0,8.0,14.0,18.0,18.0,37.0,43.0,47.0,55.0,56.0,60.0,66.0,66.0,71.0,75.0,78.0,80.0,80.0,80.0,81.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,安庆,Anqing
1.0,,,7.0,8.0,10.0,10.0,13.0,14.0,16.0,17.0,17.0,19.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,23.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,安康,Ankang
,,3.0,7.0,11.0,14.0,16.0,20.0,24.0,24.0,29.0,33.0,35.0,37.0,40.0,40.0,43.0,44.0,45.0,46.0,49.0,50.0,50.0,51.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,安阳,Anyang
,,,,,,,,,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,安顺,Anshun
